Date;Volume
26.02.2018;37368750
25.02.2018;NA
23.02.2018;15220800
22.02.2018;60225750
21.02.2018;71853250
20.02.2018;114842000
19.02.2018;NA
18.02.2018;NA
16.02.2018;55302500
15.02.2018;86730500
14.02.2018;41818250
13.02.2018;24234375
12.02.2018;29308000
11.02.2018;NA
09.02.2018;31872500
08.02.2018;36661625
07.02.2018;54734250
06.02.2018;80280000
05.02.2018;85218375
04.02.2018;NA
02.02.2018;110966250
01.02.2018;71184750
31.01.2018;42000000
30.01.2018;60021000
29.01.2018;26082000
28.01.2018;NA
26.01.2018;NA
25.01.2018;42994875
24.01.2018;46000500
23.01.2018;67332000
22.01.2018;61716750
21.01.2018;NA
19.01.2018;55602750
18.01.2018;98068500
17.01.2018;147197750
16.01.2018;157845000
15.01.2018;NA
14.01.2018;NA
12.01.2018;53216375
11.01.2018;90626250
10.01.2018;64202375
09.01.2018;63263750
08.01.2018;75192000
07.01.2018;NA
05.01.2018;64141875
04.01.2018;56667500
03.01.2018;53775000
02.01.2018;52578250
01.01.2018;NA
29.12.2017;76774500
28.12.2017;54178125
27.12.2017;38689875
26.12.2017;30427125
25.12.2017;NA
22.12.2017;176150250
21.12.2017;69806000
20.12.2017;67830750
19.12.2017;52269000
18.12.2017;104343750
