Date;BITFINEX;BITSTAMP;HITBTC;COINBASE;BINANCE
11.11.2018;47335486,9827;10923961,0734;57390431,5928;15026369,4575;52975560,3383
12.11.2018;47030370,3881;22277514,6066;66460413,5088;23610692,6551;65387555,1996
13.11.2018;65361686,8327;22730626,4470;77304150,2724;29336992,4350;76139459,5452
14.11.2018;409895894,2070;140580076,1697;115767055,9550;183490456,7271;272558714,6394
15.11.2018;285304856,0097;111397897,7527;137748800,1005;122156649,0099;274441896,2058
16.11.2018;104285935,0739;44480660,4814;111233349,0835;51593589,7232;219008190,3536
17.11.2018;44658551,7681;15039536,1378;70615377,5364;26334135,5828;148650125,9324
18.11.2018;53824705,3446;14323185,0028;88558161,7666;26268411,8924;135010386,3027
19.11.2018;364235137,2212;136904532,5754;140733919,0608;196875364,2260;346554301,3497
20.11.2018;532593532,2789;172328056,0619;154987790,3402;289645139,9028;535123324,9656
21.11.2018;206512865,7248;93838105,3095;106552579,4306;129609927,5302;284660072,2110
22.11.2018;125552147,0091;43857283,3373;70810597,5840;55612789,8506;150900990,6549
23.11.2018;159450529,7263;57131533,2770;88388291,8866;83919388,9808;218252962,0009
24.11.2018;200463283,0782;53895330,5837;185969594,0862;86656065,9913;242604457,4444
25.11.2018;335062574,6380;106231657,0369;153176718,5100;153794828,9509;415492986,0464
26.11.2018;247389295,2042;90790111,3951;158199334,5882;136026105,2081;364996692,3722
27.11.2018;179428603,4232;63405773,3235;165311895,6037;89802538,2473;261501523,8740
28.11.2018;280551645,8715;96994948,3151;121467371,6962;151894684,7221;392296119,7673
29.11.2018;177515717,4733;67754659,2377;126501879,7939;87455563,6464;315872685,6418
30.11.2018;165924473,3874;55549172,7032;176699925,4370;77889617,9490;270970886,2236
01.12.2018;116435576,9937;26549143,4756;100932876,1968;43674485,9456;187876934,2187
02.12.2018;101972495,4014;28792953,4178;87143386,5853;46412411,6139;161866990,8259
03.12.2018;143656995,4618;41103346,0073;110766753,4956;65297899,7961;190575511,3799
04.12.2018;134046206,2887;47817873,6406;70294322,1010;66155140,1874;191613251,7360
05.12.2018;106883846,7346;48939097,5350;146493918,4000;54972315,8962;165868811,5097
06.12.2018;204169222,7476;52800785,8403;80552705,3280;98711353,1193;239449033,8868
07.12.2018;255760905,8828;89539280,9313;192302476,1334;127845458,9213;322798905,7826
08.12.2018;134410644,7971;34417205,5334;232750760,6151;46595878,4543;188849379,6595
09.12.2018;91176958,1277;28273627,5091;113732018,9414;41413633,9718;162912298,1357
10.12.2018;79323586,9770;35109356,6597;147644683,0628;45990235,0825;140568156,7311
11.12.2018;82483462,6693;29930444,2775;110370076,9136;37144703,8434;121364074,8452
12.12.2018;73884538,7544;24983184,1275;114449245,3854;36098396,1444;116864498,2803
13.12.2018;74524906,9486;38222944,2130;122353932,7265;46576077,9538;132217510,4319
14.12.2018;93606501,7411;45991941,7176;151819792,5340;46836937,3875;143387304,4135
15.12.2018;57662004,7421;18478744,6410;74119078,2624;29731927,1700;95638128,0445
16.12.2018;62434031,9682;19240589,7617;122017502,9574;23012660,9835;79495611,4890
17.12.2018;128894893,4126;57310685,9437;129690341,6486;76430408,8620;234273958,2828
18.12.2018;110872277,0048;50541056,0034;228354895,5982;62142916,9788;223858236,2457
19.12.2018;210388419,7797;77812947,2088;88369196,2944;104784924,0348;344071674,9169
20.12.2018;277083551,2263;105527926,6744;267674069,6080;124926232,7063;408944443,0771
21.12.2018;172321448,5856;64851486,3431;70655279,8142;89132211,1082;315542876,3798
22.12.2018;80610268,4232;30591356,2786;90463262,0264;39334318,5200;168876443,1918
23.12.2018;96899761,0401;18118461,2083;156186734,2160;40496282,0438;156987638,6690
24.12.2018;156127958,1951;48371696,0890;136494105,4640;79030074,9290;258341839,1228
25.12.2018;131603995,3091;44581861,0088;116563957,7286;52407906,9501;234792396,7098
26.12.2018;74868299,5707;38297060,0901;118400542,6551;35825623,3395;161042698,1989
27.12.2018;87490680,6050;42536833,9746;93108089,7705;48212170,4272;157239264,0179
28.12.2018;108559261,9350;50653034,1660;108411052,8400;65214571,1911;175886399,9131
29.12.2018;72100166,6415;25554816,0390;92254702,8360;36385039,4652;143599207,7301
30.12.2018;70401360,1536;21961454,6878;98420650,5646;33384656,1436;125741031,2024
31.12.2018;60386968,6273;24623835,8314;87705117,0378;47255367,6872;111056556,0522
01.01.2019;54837267,2305;19683313,5977;83013239,4288;41349526,4979;90150509,5005
02.01.2019;78224916,2271;21435068,8463;127948070,0750;38812543,9059;135637800,0363
03.01.2019;40957289,4420;18184133,2458;36050364,1080;35286205,7978;110717030,5378
04.01.2019;51793971,6089;28283610,9933;141674129,8038;35241662,5027;111824666,8649
05.01.2019;58130845,8520;13842309,2068;32501456,3070;24485474,0275;114958279,1096
06.01.2019;104844961,2257;21818185,0579;43506055,9591;40622086,0607;145761959,6328
07.01.2019;46186204,2844;29816985,9979;152137712,9090;39947009,8175;126696980,3302
08.01.2019;76695143,5892;47003548,0721;57377420,5732;55451454,4629;153859947,8382
09.01.2019;83764484,3376;29516315,3007;172523719,8552;42765454,4278;114964269,5806
10.01.2019;128849226,8000;58417359,1606;109313544,6108;79220357,5783;212653036,6615
11.01.2019;48765792,0244;38379629,4713;110207420,1840;52678604,1170;137360863,2543
12.01.2019;34353670,0649;11450578,0557;105295500,1692;20939297,1974;78828603,2831
13.01.2019;44273833,5792;20703743,7655;39075507,7404;28913005,5041;91738265,3736
14.01.2019;55623451,3320;36329172,4567;93777685,1208;41180076,9117;127766047,0346
15.01.2019;48684142,6896;28826395,1202;110125060,3089;39010256,6523;121163372,8783
16.01.2019;48284050,7862;27547110,6874;79060570,9116;32102059,5074;98275540,5547
17.01.2019;40336889,5612;27161331,4958;102459609,3290;32341003,2670;107601922,7128
18.01.2019;20782311,9623;18123126,8118;105836729,5773;21558945,3126;76739174,8817
19.01.2019;50365959,4427;15013977,6176;87466311,3730;22316425,2558;81265485,2942
20.01.2019;73968730,5905;19773857,5212;59889510,5600;26268519,8163;98594506,6769
21.01.2019;38677921,3274;20173852,0746;118264946,2404;22917604,6917;69283964,2875
22.01.2019;65798123,9087;24247978,1244;82811774,0940;32969657,1645;104758384,2841
23.01.2019;28872582,8846;21918598,8521;121859300,0968;29148138,5716;88595957,6228
24.01.2019;28545839,6854;15815732,8183;62504731,9891;20731796,6087;73958935,2016
25.01.2019;25741890,4586;17012161,3677;103790203,6086;22413059,7635;60554003,6738
26.01.2019;47178301,5605;9429377,5593;80489769,0202;19840811,1084;69301975,4841
27.01.2019;40458904,5132;13245703,7319;90849577,5963;14954050,0139;80659234,4574
28.01.2019;56919803,0096;34612069,9328;69779831,0051;46279903,9310;132641495,1471
29.01.2019;34722399,7966;24402254,4196;21772476,9416;29466626,1938;95140120,8765
30.01.2019;44403109,3273;19606724,8404;62329104,6221;29266359,7083;82886558,2071
31.01.2019;30035576,9871;20314210,1135;30754204,7161;25263508,9645;101674052,0478
01.02.2019;35476379,1180;22867351,6225;24782329,6954;30243683,9163;87452460,1444
02.02.2019;38812465,1669;10561154,8306;10981873,9410;13732872,5675;62797943,9856
03.02.2019;27574609,5913;9608935,4458;30228490,6925;15730419,3965;68703434,6436
04.02.2019;18196568,3211;11065152,1322;18353627,1340;20569318,5170;80111139,6128
05.02.2019;16125319,0481;13882118,2038;29107622,6283;21891828,0022;87707690,5740
06.02.2019;45468738,6853;20650040,3154;48560815,2872;33069738,7100;120244448,4912
07.02.2019;16556624,4640;14423470,8530;9835871,4952;28933751,2668;63432966,5074
08.02.2019;116052789,9021;52124351,0052;59725886,5091;63926225,5056;175517042,9919
09.02.2019;24061035,6002;14687880,0646;44154449,9611;18681985,7879;90748696,1988
10.02.2019;37591363,7039;15169133,2790;84988089,8952;19574309,7502;85563554,9928
11.02.2019;28701471,9738;28463447,0263;54079182,6650;31664323,6567;90611368,8851
12.02.2019;41882035,2087;36127688,2163;22355817,4886;29950025,2047;107052905,9102
13.02.2019;43117669,1466;28416896,1033;140292908,7556;25125922,4201;93025213,1242
14.02.2019;27545597,2919;21043184,2502;87963404,7553;22071454,2600;78107251,4877
15.02.2019;28652280,2919;22234990,9749;38774906,5767;26560513,8800;74851620,5564
16.02.2019;27630849,4827;12323789,7699;38326509,4965;15589079,7077;70796072,6117
17.02.2019;52579706,8210;18173179,6000;128455111,8810;23209105,5889;94220965,5977
18.02.2019;149641607,3601;60241504,9691;143251598,5162;65333676,7706;249676989,0961
19.02.2019;96967287,5528;48692026,8479;169233927,3821;57718389,4256;196187245,8130
20.02.2019;61866759,1942;38783807,3560;90680243,9913;35172313,7160;143724995,8379
21.02.2019;62062140,0212;31420838,1394;67783798,6547;34326869,7459;122465636,3784
22.02.2019;57653347,1960;25978621,2452;44498697,3031;30224327,3854;94862814,7775
23.02.2019;90692733,7536;32769684,8364;72714609,6373;44572117,5723;138595330,8859
24.02.2019;138279190,6675;51248403,3464;126685606,0476;63489833,7538;232939977,0739
25.02.2019;40799258,1301;33757356,8991;78221715,5216;42633283,6772;145855106,5486
26.02.2019;19924165,6543;24831702,0086;54481504,8919;24773744,6160;109853424,1812
27.02.2019;46931171,0672;28877107,8911;108273322,2930;31530015,6626;120273005,7589
28.02.2019;47104205,7651;25583643,3467;145984033,9223;37361955,8234;124181225,2139
01.03.2019;18624462,5393;18126926,5459;100056599,4549;25945367,4107;88596389,4059
02.03.2019;20013464,9089;12421120,7875;75953492,1642;14174540,1426;74281741,3074
03.03.2019;11180922,4768;9504443,9183;46465948,6688;15528975,7440;63658594,3399
04.03.2019;38707918,5210;26976989,0407;120717182,0246;30848346,0333;129080079,6194
05.03.2019;42664343,9909;27987997,0195;172223142,7689;36657854,6959;127160564,6282
06.03.2019;26043064,9183;24660223,1848;67245227,3642;26621127,1976;95677544,9024
07.03.2019;30288775,2406;30716241,1116;45387756,1074;28187382,1351;102478144,2860
08.03.2019;36884849,5388;29632165,5352;216378137,7635;34543436,1317;134229046,5378
09.03.2019;29653752,4863;20075221,8940;40696238,0816;22801077,8222;122154384,1857
10.03.2019;18696449,4839;11696124,9404;42822337,9555;14052059,3181;90821504,2897
11.03.2019;26101693,3443;25451684,2844;40542187,7199;23754316,2232;147380135,3643
12.03.2019;30153941,2790;22365706,2745;129735327,4513;26715727,1993;104527007,8069
13.03.2019;21826429,8185;16454330,1801;97452829,3418;21911133,9467;94566259,8546
14.03.2019;32784662,2222;19919779,0686;84381538,4523;30427660,3899;104871243,9006
15.03.2019;26972020,1379;25014493,4771;219328398,0794;26516848,2833;85302783,7034
16.03.2019;57006568,6105;27768316,7547;65473917,9055;27139562,3993;114444343,3852
17.03.2019;13804651,4931;10754238,3910;69487763,5536;14201365,9480;74902185,4478
18.03.2019;14990674,8781;21516092,3062;49020219,6692;22288982,9256;89544191,9531
19.03.2019;22776019,6427;21229790,0018;33150065,1047;23561108,4714;79883917,0704
20.03.2019;32263252,2474;25177092,8947;57146799,6562;29518757,9910;94737727,2230
21.03.2019;47830093,4732;30052021,8000;50591332,7863;37193023,9203;143293813,3502
22.03.2019;19562417,5309;13751556,8079;23093684,9558;20465504,3504;79828729,8074
23.03.2019;17720606,3304;8998760,9165;17555478,3316;16512671,6294;69314405,9240
24.03.2019;13596362,6901;8750118,4287;13048892,8211;10717029,2373;68577461,8679
25.03.2019;26667045,0696;27034791,1673;46872723,1677;25288973,8995;130651199,0409
26.03.2019;20331386,9466;16928305,3787;20705675,2831;16778619,3559;115888116,7971
27.03.2019;32547318,9675;32814567,9092;36295808,6122;27591434,7109;130689694,7582
28.03.2019;25436409,6991;15758221,1839;12942990,4078;19523721,3875;80915858,7627
29.03.2019;36136349,4144;34319331,6127;71161349,7091;40909858,5363;123443065,2271
30.03.2019;27635771,1598;16064898,6513;41214736,4864;21544238,5615;80124079,4335
31.03.2019;9467474,3517;9841193,4964;27146805,6256;12860033,6670;55506282,5707
01.04.2019;29366940,4027;29917950,0784;83887771,8415;32894383,0033;105715572,2622
02.04.2019;266523043,7498;150350896,3363;245574666,1821;188268092,7490;511878897,1558
03.04.2019;220483230,3853;145968039,3137;399726995,3004;196230938,4159;542044034,2399
04.04.2019;76127032,1850;78026995,2598;224870987,1574;80212280,4248;299084032,7226
05.04.2019;57756768,5968;65636166,0295;153875709,6364;59241703,2819;199039618,3664
06.04.2019;72315094,6644;50665187,0172;148441776,8887;61052347,2124;210687533,8341
07.04.2019;52126477,3465;56437617,0999;220108648,2487;52761408,8054;194482222,9581
08.04.2019;94650113,4309;70566660,8528;287682311,7890;83273900,4886;262779424,1623
09.04.2019;62086160,0929;48864201,5858;243242512,5672;50528973,5858;175445113,4017
10.04.2019;81268991,4137;57088544,9073;144858860,5000;89035157,3070;212720795,8652
11.04.2019;105337755,7287;85585455,9044;121195853,0273;93581266,9076;309692562,0257
12.04.2019;47108121,8691;40900347,2718;121857555,5549;50355281,8454;167981006,4103
13.04.2019;26583783,6737;22889820,5567;31202327,6978;21728711,5715;87244248,9066
14.04.2019;21534439,9279;17777554,1577;67525138,9672;22769099,4351;93808413,7911
15.04.2019;48019350,8100;37317791,2986;73771544,5540;51093011,1606;146010934,8349
16.04.2019;43843572,8024;39930752,6567;73970393,2646;44870090,9423;125422507,5725
17.04.2019;48783168,3646;35280910,6147;120184995,4497;38761998,8209;121264915,1487
18.04.2019;48012268,1689;33674803,1433;101050073,0062;43427577,0619;118941911,1324
19.04.2019;33516537,2505;27960381,9936;87128557,8574;33582288,4839;129422616,2270
20.04.2019;34615215,0516;19496761,6018;70688950,9587;26097693,1813;101436686,9808
21.04.2019;32229481,8564;24524362,5674;95304133,4353;30453522,3432;134292121,7953
22.04.2019;64735063,3054;38392326,2094;113763049,2035;66497760,0320;158377695,7586
23.04.2019;104091757,2071;56045564,3107;132746633,2037;100743418,6250;226665528,0683
24.04.2019;90593970,3309;57119449,2559;134614592,2933;82378572,5512;261133785,3164
25.04.2019;112104552,3401;50781120,7478;93439856,4388;93211519,1759;259095425,9196
26.04.2019;116523128,6198;77498495,9615;93499550,4482;74406921,0897;259924824,2715
27.04.2019;24821615,5477;21212556,5990;86022583,3486;22378216,5256;82251953,6164
28.04.2019;54276601,7141;24091687,7615;26906047,0111;30241384,0292;90008397,7036
29.04.2019;42783998,1084;29619438,9222;145525255,7407;37663677,5339;104303573,0886
30.04.2019;41674651,8546;26636182,3840;123388738,8179;38321699,4016;118318407,3365
01.05.2019;31170825,3725;22386742,4106;27580963,3573;38989488,0507;92685101,8164
02.05.2019;63390208,6520;31741525,1668;45327683,0727;39487347,1006;125175693,4991
03.05.2019;117212056,2698;71862726,6495;132690239,9850;111679200,3866;267258376,9995
04.05.2019;57550346,7023;49146268,2445;101721410,1585;63883028,7941;231326619,0926
05.05.2019;35133976,3551;29474717,5065;103640704,4833;32950556,8994;137589960,2778
06.05.2019;39045116,5000;38814526,6874;67723884,3882;52021498,8070;145169611,7909
07.05.2019;73140364,5099;61780522,7042;84689434,4571;92398892,4391;233298574,3329
08.05.2019;50986986,6423;37548881,6277;53441259,6086;75667669,2483;138151848,5264
09.05.2019;85368409,0800;77404350,0231;90295003,1798;133588138,0909;235788746,3836
10.05.2019;93319027,5329;87668917,9343;91945145,6511;111641583,0239;233414357,3562
11.05.2019;270322518,3048;161174141,8783;163269295,5790;270528776,6936;522836231,5884
12.05.2019;237736383,8427;190982510,5404;105940092,5966;284476158,2546;603996391,7614
13.05.2019;283367020,4622;213167907,8436;209690155,6860;369618513,3704;652390383,8098
14.05.2019;233951777,7229;150934695,3573;107988783,2958;317100126,2039;609438168,0697
15.05.2019;154889302,7462;136371551,7125;109742528,6956;204566636,2849;309484044,6599
16.05.2019;175261796,0076;134580124,1064;109038401,7935;231734950,9284;547659211,5135
17.05.2019;215281610,4301;200757406,7539;193641833,7440;348794075,2927;652672776,1814
18.05.2019;67649146,9335;54921398,6909;267078761,9797;80328290,7818;268898067,0918
19.05.2019;192034939,8730;127881193,1034;293087035,1667;206377229,1207;534355965,4222
20.05.2019;134893363,2390;107480892,7173;171166692,3807;203204868,4668;522798143,9259
21.05.2019;61012555,1290;59808148,4975;182223287,3577;113271155,0766;413402491,7460
22.05.2019;82221726,3370;64025348,1907;190710934,2838;133636179,1857;374838123,6326
23.05.2019;83071813,7017;65959839,0150;157711812,2613;117484666,8606;389754996,5823
24.05.2019;87219436,5605;74847645,2089;228205894,1756;118139762,4089;371531946,7330
25.05.2019;34927808,7941;27110509,4821;199417694,3321;43327925,7090;227998514,5791
26.05.2019;175787011,8688;74466863,0621;203746129,2554;169664372,0780;427724923,7223
27.05.2019;154651272,4929;78480708,4467;192290918,9179;159321723,6232;452194568,1823
28.05.2019;97281380,8606;53560423,0197;226607095,6730;104457572,6395;273896154,6116
29.05.2019;90141894,4961;66558767,6680;154144555,4138;108431317,0416;299882781,4324
30.05.2019;167723350,4666;126250584,2461;216326075,9391;262041897,3437;581678755,1194
31.05.2019;93157822,8592;85112248,9113;225980145,9571;141988762,3864;382643690,8091
01.06.2019;46643666,8855;44210681,0747;188610419,6410;64072569,6277;272284423,4138
02.06.2019;54566652,3941;37235446,7554;183519411,8582;51242371,3603;242888816,1677
03.06.2019;161620834,2949;89885423,4920;214802082,5615;145305648,8315;475486493,7845
04.06.2019;216255761,0959;106006614,8009;147655723,1891;233810823,2454;569946759,8279
05.06.2019;84323038,3790;71581689,1344;301305666,6511;103551153,8959;378557348,4223
06.06.2019;59080344,0233;68176504,4780;185597910,1684;97749077,8014;285092032,2652
07.06.2019;107647172,4921;72108020,2913;198767371,9102;101333616,8544;270876950,1304
08.06.2019;37815804,0049;38631071,6118;88905080,8708;40352611,9947;178848350,3455
09.06.2019;52136236,0994;29733458,4544;153488067,1977;58522761,4627;240808356,1181
10.06.2019;71396402,4199;57355631,9200;147857004,4241;79086953,2490;293414585,3904
11.06.2019;51597982,3844;43972291,8393;150973412,1935;61858459,0949;239188387,1494
12.06.2019;74675780,1244;70056800,1161;139098544,6971;104859722,8361;338029053,9926
13.06.2019;73096245,0440;59624999,6206;235894798,6933;71116657,7638;250400413,2090
14.06.2019;110463597,2279;75479429,1689;260019147,6515;110805052,6456;344574880,1058
15.06.2019;83206550,7783;46716326,1378;222835297,2685;88576841,9995;280018218,2234
16.06.2019;187806428,6697;134732069,4471;316139597,2544;202917725,2972;566627732,7185
17.06.2019;132536028,4049;119104039,2264;190649562,7103;192733193,0559;446096634,9540
18.06.2019;96393945,7929;102825175,2656;119795428,3688;148994612,4943;468044749,2800
19.06.2019;53650749,5023;43489662,3837;68015031,4503;85589603,9566;297540223,6380
20.06.2019;101205548,2786;75043382,8252;63347651,7493;115751876,6765;328874112,4732
21.06.2019;227625134,0440;128308997,5918;198745204,3251;254907920,2068;512914542,0193
22.06.2019;393967177,4034;146129793,5400;356549409,7258;409043970,0585;1117642507,2523
23.06.2019;202852163,4723;78712946,3728;94586230,3052;188303619,6814;626330010,6192
24.06.2019;159060091,1242;90818501,4899;178922457,1699;170525868,0335;475889009,9621
25.06.2019;256199248,2708;142453173,0583;179477615,2463;293081979,9371;723807779,1895
26.06.2019;709402837,3018;483758225,8772;457997384,0520;1062819359,3948;2038478822,8907
27.06.2019;532698586,6321;402727650,2005;374100375,8829;862345113,1682;1970223878,1166
28.06.2019;394612685,7861;231251475,7983;210090084,9114;520286629,0404;1187920880,1321
29.06.2019;243671315,4372;145316053,2654;118128149,1568;342991443,1343;829247814,3513
30.06.2019;206094156,8716;135280765,7115;156283797,6776;307744152,3757;915062048,8692
01.07.2019;264583978,2255;242189128,3604;132782633,2733;420906339,2296;965007600,8572
02.07.2019;313688514,2959;219666906,3972;160735077,0665;472313534,0502;1187789226,2216
03.07.2019;336484656,3072;231888582,9855;220060100,8225;457510009,4987;1155320210,8637
04.07.2019;221454138,4488;124621765,8780;284322860,1255;251560291,7121;741011135,6680
05.07.2019;179247968,0364;130802127,6207;210877940,0810;228204702,9882;697018205,9605
06.07.2019;137715258,7926;88708088,2297;302422674,1407;175452810,6925;579365870,7549
07.07.2019;96741476,9621;76654378,8860;302394054,6573;129583252,8621;443529310,9531
08.07.2019;219432705,3444;146228420,6574;256995498,8353;251077662,8713;638639119,3975
09.07.2019;240589827,1545;189580916,1377;160869015,3315;344821724,7363;983124660,4497
10.07.2019;435589812,4847;239760897,1771;321135879,4401;500321887,9552;1321796201,5085
11.07.2019;243226778,6712;209588836,6214;343671925,2453;423301592,3589;992511867,5524
12.07.2019;144095935,1013;108366581,4869;330259735,6259;218821824,2784;662188478,6185
13.07.2019;166543083,4284;106862238,3177;468411833,0417;209409641,5892;615997105,7077
14.07.2019;229546750,2425;124039218,6049;350569289,8799;263075336,5085;737799149,0426
15.07.2019;231846621,9343;174024450,9350;276449540,4845;370204503,9243;887742840,3837
16.07.2019;246635784,9110;195419578,9490;302056713,0071;410911050,2312;917586685,0309
17.07.2019;223940626,7558;164818971,7050;373582541,8164;342467957,3462;821218964,4141
18.07.2019;303742207,8644;194216903,6108;303789869,0805;351238166,8553;851464109,4316
19.07.2019;138370761,4417;145256782,4880;290557133,2411;208924578,5713;593985373,7354
20.07.2019;130290858,8880;107121332,9809;218396819,0870;197879260,2527;508215015,4235
21.07.2019;87170126,8684;59659865,4852;174996611,8773;126451533,9223;411233750,3733
22.07.2019;112432567,7338;96792479,6827;185338788,3846;163098015,0904;418445727,3328
23.07.2019;96285901,8181;89025419,2087;261571496,5340;177721323,7821;469810130,8608
24.07.2019;113071121,0801;92104069,5305;222234106,0688;178491724,2683;424462311,7272
25.07.2019;91183144,1663;63039476,9881;270980546,9926;131420622,4264;374179921,6017
26.07.2019;50341287,9770;54848530,5685;283514500,2903;105633401,3217;266893158,6438
27.07.2019;111237746,5293;90986109,0813;213368476,4266;179197548,1511;415080628,3699
28.07.2019;73808317,7557;36806071,8681;135019101,6223;95851930,5524;280531036,3943
29.07.2019;54155506,0467;48128849,4420;205115708,6103;100238976,9629;275919217,2088
30.07.2019;49596787,4791;53090816,6426;201122612,3347;90243732,9633;311446772,5519
31.07.2019;80092487,5123;79850764,9454;434616837,0805;129618957,4633;398335717,1027
01.08.2019;80071464,6224;79949242,6990;164403536,8910;150178198,0653;432923816,8891
02.08.2019;88787524,2453;97786103,4274;166476367,5991;139210379,1856;452420687,3707
03.08.2019;80315187,2343;75708622,5071;171150200,5773;109098766,8801;365633680,7007
04.08.2019;101803638,0922;83021086,9995;239902374,5954;129684723,2291;436346286,3048
05.08.2019;190727401,8392;203673378,1252;360209893,3992;275927784,8375;770689775,6163
06.08.2019;221862372,6356;188344043,0058;315826634,4087;284030793,0382;880707507,8739
07.08.2019;163842637,1690;185145367,5933;401992636,7681;264742966,8210;827583367,0936
08.08.2019;132407153,5718;121565451,5689;263265906,2926;178361358,7851;614475308,4189
09.08.2019;92830252,0730;86879936,7304;185474624,6112;139570791,8036;468297097,9399
10.08.2019;102071939,0403;83954320,0005;212724611,1132;156264625,0628;482150797,6828
11.08.2019;63547814,9331;50281295,7105;141211858,1871;84589031,7583;309226271,6233
12.08.2019;36508776,7223;38910996,9734;77853221,9671;69420871,2691;200197021,1560
13.08.2019;98176448,7008;97795049,9535;163495710,1680;135687282,3311;362012082,9092
14.08.2019;146014879,4518;127080900,8051;233402827,2246;249539229,2336;547259077,0057
15.08.2019;179313646,4274;155378404,3817;192049290,5292;287774076,9194;392965127,6177
16.08.2019;133662181,0717;114730225,4291;373632590,4074;202216668,8691;534731221,8375
17.08.2019;49965596,0468;39899342,6489;221147962,8775;74671587,8046;296270517,5610
18.08.2019;40313257,4969;35068260,6204;149322645,1256;70091462,3293;248242869,2509
19.08.2019;80669936,2633;87899434,4791;280511240,0006;133446508,1357;406530940,6459
20.08.2019;62928077,6214;63379433,0830;205999328,1956;94993456,0653;347552869,7161
21.08.2019;119644095,3185;99418299,7335;212483864,4408;176250276,7696;480308697,7180
22.08.2019;66090488,1910;67854687,9264;239887581,0282;110288708,8525;343998191,3578
23.08.2019;66513553,8732;57804722,6779;159249940,9979;98001160,3101;286161320,0439
24.08.2019;54925274,8078;51830018,9122;242621413,5313;80448590,7485;280645050,0170
25.08.2019;52760134,2932;40074579,6164;238364212,6582;73891642,6342;266465276,7741
26.08.2019;93175293,7290;74253708,2063;199139039,2001;146361405,1138;432393292,1827
27.08.2019;46016123,5824;48613219,7538;239737549,5434;76434069,5269;289283687,4146
28.08.2019;100983001,3187;90311895,4965;159149996,3162;162616511,5910;408673435,3709
29.08.2019;67335086,6653;73235339,5052;330799526,7198;136934014,6212;337500829,7114
30.08.2019;36045790,8767;50938497,5995;192508032,2332;83694301,7276;257194595,2405
31.08.2019;26497719,9829;15083494,9908;129375715,2190;38952628,6674;164236142,1758
01.09.2019;28100572,4965;17575373,1188;230506893,4302;41027689,2766;190078671,1901
02.09.2019;115601163,3551;63810540,6076;144500393,0455;121614873,6083;462614165,2816
03.09.2019;113793346,4227;121503028,7840;198876664,4689;164921927,7172;509484706,7781
04.09.2019;66229967,2615;106801851,4164;181175214,5674;128894125,2361;464355954,2155
05.09.2019;31873214,2774;48169625,9706;174861656,6417;78489107,0882;358885353,5121
06.09.2019;116196202,0241;110344232,1707;191298602,2280;162185629,4318;605561626,3337
07.09.2019;35393044,6815;33010195,7855;233327277,1716;45935807,9454;288978329,4655
08.09.2019;36509765,8959;32561518,3240;110999743,9530;51116821,8247;248989197,4598
09.09.2019;53664216,3090;62460701,4919;199551349,2064;100471083,6244;410432281,8325
10.09.2019;42626199,0721;47036470,5610;169788854,2903;81737102,4842;291981975,6553
11.09.2019;44320887,2462;46856217,2026;178310215,9709;85081921,5632;324597494,6629
12.09.2019;46004569,5055;49174070,9484;199232574,9853;79483467,5726;359319979,0043
13.09.2019;46693937,3181;38937415,7909;147252943,7240;71605777,9414;312765239,3259
14.09.2019;32757183,6406;27505462,9404;144390350,9549;46313541,5041;244108889,0716
15.09.2019;19462317,0610;23631609,5667;96543838,0679;28288476,3037;185789741,2230
16.09.2019;56753038,0607;56362598,0963;120167227,7683;79901336,2895;296179934,2159
17.09.2019;30075547,7770;51769465,8511;159631813,0752;58220526,7158;233310855,9946
18.09.2019;34008641,0314;40121129,0784;130725603,9575;57149552,2905;246309539,6681
19.09.2019;100600519,8183;76583617,7422;245822819,9952;160547281,3683;459213438,3612
20.09.2019;25631454,1668;45388119,6408;196322401,8739;62881026,9489;255059912,2663
21.09.2019;29396667,9081;41427926,3443;133312882,3025;50299624,6458;205162145,7356
22.09.2019;27675836,5142;32205684,1323;130681342,2981;52910946,4273;221129315,1366
23.09.2019;53228826,3947;52748214,1615;185023874,4632;110081033,3543;309863012,6260
24.09.2019;297653427,6049;240267574,0458;309691446,4996;330290651,7518;798086949,4246
25.09.2019;108227712,5065;147022027,7983;485564119,8097;198507396,0845;512399849,4555
26.09.2019;124967964,7865;134138482,7821;311476110,7000;219288970,7537;547706002,3897
27.09.2019;61347165,0382;83235157,4088;344135622,9383;130404598,6589;358864844,0674
28.09.2019;44004052,1649;50971620,6309;234494201,1124;73409093,6227;279071619,5366
29.09.2019;49653642,2835;43177034,2280;232942991,8187;57494607,2637;253543587,1777
30.09.2019;90807263,0942;78934764,7507;247856773,2447;125543897,9116;462333777,0192
01.10.2019;48637657,7368;85055562,3810;359423281,0341;102074539,4784;360551303,3822
02.10.2019;29030091,7262;41468762,4630;216759987,8620;59014628,9104;219393137,7406
03.10.2019;30688707,6663;71687408,5047;214871241,3600;64011235,6900;250734428,5616
04.10.2019;24691847,9048;51002052,6238;157835088,1323;62845447,5004;214717117,6621
05.10.2019;27158769,8576;36206128,3005;156432513,6902;31179584,3778;178025446,5200
06.10.2019;46155582,5991;50586807,0529;153807762,4442;68202355,1075;271989133,8195
07.10.2019;66988337,3823;76705973,9691;340474545,4238;82071161,3359;427156237,6482
08.10.2019;27862405,3033;28005609,3662;228232134,6729;46536173,9546;275642361,2939
