Date;BITFINEX;BITSTAMP;HITBTC;COINBASE;BINANCE
09.10.2019;72213701,2116;99895152,5760;279564227,3384;124015876,1954;470946165,1579
10.10.2019;36329450,4085;63041887,4264;281402390,1358;67709496,4215;331792097,4102
11.10.2019;49390344,0829;63494828,4750;235540654,1713;100534416,1635;415860952,3462
12.10.2019;14104999,3230;15185587,8307;197947249,6645;25312666,4617;177118393,5535
13.10.2019;32603449,5852;36820108,0174;92367451,0495;48521968,0527;230382401,5185
14.10.2019;21264174,6355;35915758,6498;124521301,9977;37284130,1028;248865378,9687
15.10.2019;26644891,1900;40905660,4372;140656760,3364;68475708,9685;264382892,4338
16.10.2019;55434057,7584;68527275,5256;158540154,7777;66846945,7226;275367549,8481
17.10.2019;22740868,3942;43532406,8949;105146354,8612;39503787,5005;238562766,3290
18.10.2019;41187626,5113;42759926,0152;99052115,2512;55784001,8226;246892951,3164
19.10.2019;27899722,2916;27549044,2716;112901736,2032;38527400,5918;211602947,2862
20.10.2019;40201663,6407;52370452,9031;104714119,2317;50751367,3927;281949500,4323
21.10.2019;27924611,9395;39692430,7321;137980868,2552;49791545,7870;245646025,6656
22.10.2019;31034408,6965;45578563,0568;98199384,8148;48275192,3779;277761818,4640
23.10.2019;89491880,1083;89934405,7594;279274253,9025;135968707,0651;458732823,9519
24.10.2019;43257520,4605;36374991,0416;180134951,1394;59067130,6826;241916014,2804
25.10.2019;142212243,0092;159616831,9786;496149259,5870;227521922,1810;766560214,5215
26.10.2019;259054008,7185;302107318,2804;1197145434,9131;421238019,3823;1362596219,6118
27.10.2019;102903178,0986;166677637,3283;919493757,5171;185840898,0722;880352163,1189
28.10.2019;82527778,0559;132235061,5022;526234360,2592;152464140,0311;733084657,9396
29.10.2019;63424227,9436;83810722,0753;566019471,8441;117516776,6744;601140418,0496
30.10.2019;45075805,5716;77441107,1588;398177904,1992;88280143,7120;497857337,7639
31.10.2019;51035622,9657;83097832,2985;455166087,9826;72172327,0577;484652159,0861
01.11.2019;37998918,0849;61426464,1113;411592848,4570;71879654,0129;402331201,0494
02.11.2019;33945262,5982;24983295,8333;319997128,9715;42438846,6284;267009787,8516
03.11.2019;33353145,4795;23361033,4368;189360399,8136;39449090,3538;256048714,8901
04.11.2019;70094459,6780;44979340,7598;215640102,2986;78572507,8283;430204061,6042
05.11.2019;31803691,0846;46336353,0322;294313840,7062;70640222,7833;422669161,5009
06.11.2019;32415576,6960;43642315,4155;214758690,7192;63797942,0453;348218028,7317
07.11.2019;34493302,2182;36576440,2496;166185993,8546;55095172,7611;360359047,9463
08.11.2019;107924100,9403;133584077,5645;433749819,5891;170735888,8073;834819359,7232
09.11.2019;20088572,3507;22611590,9140;206184349,9579;44221738,5607;315117225,7409
10.11.2019;42045196,1688;23275979,7288;140027763,1735;53084026,6810;310728636,0297
11.11.2019;36560093,0608;54879284,2407;208433952,7383;61305610,2720;384996066,0559
12.11.2019;30824742,6758;41608052,8907;222748531,3081;55055926,6327;354195782,3381
13.11.2019;11906913,8051;28078061,8896;155317477,0684;39710139,0180;237311718,0320
14.11.2019;28600791,6382;29462069,3186;195032960,5790;48354633,5347;289261467,6015
15.11.2019;43923412,5502;42960257,0963;321168502,0830;92337252,2166;387095290,7332
16.11.2019;13080256,4079;10016728,4045;240373213,6865;23003351,8916;177481845,2402
17.11.2019;24221632,0555;17627634,3954;157862685,1520;31911118,8043;229176156,2228
18.11.2019;51931584,0174;38590559,1045;289551807,2359;79973604,8879;346562755,1941
19.11.2019;30241909,7675;35798042,4033;259096222,1112;59756861,1606;353526893,0941
20.11.2019;16515498,0503;23921119,8984;232945426,0944;41785061,3604;260110236,3477
21.11.2019;74716693,7187;69728010,6243;304677765,1885;124143011,1699;435895887,6109
22.11.2019;130179905,7598;130855529,4889;613771710,8986;220179043,4714;830046307,8640
23.11.2019;34009312,5026;40580570,3960;453634085,2259;56643860,6620;368700903,9578
24.11.2019;58077302,8567;41774975,6141;344402482,8021;72666272,2556;468616041,6667
25.11.2019;129436008,9537;131584542,2288;706461582,2497;189183651,4248;830621721,5754
26.11.2019;37337198,9898;54678762,8954;499995114,1404;84032201,3975;468962433,0760
27.11.2019;104542046,6447;111827456,9268;417805180,2839;143436584,3429;688403659,3279
28.11.2019;32098584,9431;51272823,9346;419796107,6756;64092455,0372;420412642,5547
29.11.2019;56575517,2637;58770572,4080;344178129,3354;83755883,7562;467629722,2603
30.11.2019;37802629,0294;41093961,1704;344928025,4702;46312144,5641;353477786,7680
01.12.2019;47179251,4353;40606350,6543;351837431,4128;64362267,0950;449121247,1433
02.12.2019;33964014,7426;31609077,4402;337228247,5464;51353900,7776;337626667,9148
03.12.2019;16855077,4325;18632174,2249;249195540,8851;45052126,4344;241749525,9642
04.12.2019;83937889,0478;55692042,0419;420899419,7265;112976600,8248;594943128,5574
05.12.2019;35604359,6978;34303886,0265;463036056,9507;68313967,0749;437868597,2405
06.12.2019;42128011,8609;31428450,1904;338669441,1941;70472151,8298;362741913,8258
07.12.2019;13006463,4680;15264694,5129;252291782,7434;36583218,4069;235602376,6105
08.12.2019;32529603,7909;13533552,9666;175674721,9567;31895246,5746;224228585,4675
09.12.2019;47195723,6714;48002026,7575;261880042,7508;74166593,7537;338730034,7337
10.12.2019;26399770,0512;29518206,9690;210600947,0416;51886374,4886;357243404,9658
11.12.2019;22590281,0054;24571744,9111;179499577,3822;42858526,5922;216922516,5119
12.12.2019;40744366,8840;31462916,3732;191245107,9607;61619083,6364;304254480,1375
13.12.2019;21119720,8314;23033695,9161;150512033,3112;44347020,9557;200154311,3915
14.12.2019;24222989,8918;14203855,9397;136339443,7936;30609988,9908;208755559,6075
15.12.2019;25477217,4750;13151127,7239;114587708,8890;34880837,5303;187802525,9805
16.12.2019;91037490,1319;40482799,8008;158577992,6553;90568939,4975;302183202,7515
17.12.2019;84095606,1291;46740286,0550;246327479,1134;91127765,6648;354556502,6151
18.12.2019;100558258,0022;93566330,5579;407152597,7703;167707372,0421;694145120,2429
19.12.2019;39003038,5378;42443825,1501;344090567,9206;75087974,5739;396906353,6010
20.12.2019;38948657,2439;23033122,4416;212248041,8201;43285431,4101;230959850,9938
21.12.2019;16352117,0283;12072544,6520;107271150,1798;24452394,0407;138854485,5482
22.12.2019;27270221,1091;28508518,9991;174745278,1236;76649560,6458;293587271,5604
23.12.2019;52036227,2399;49097114,8391;314322159,1560;110680534,6148;497942588,2141
24.12.2019;30956997,0747;30417151,8508;364425712,5759;56569587,5416;316565575,0445
25.12.2019;24272777,9535;10826264,0325;194694584,3508;23731546,6548;198070007,2908
26.12.2019;34107526,2352;22404113,5500;209516035,4995;55172019,6626;260804408,0059
27.12.2019;29099582,9745;29162040,4950;240955545,8612;61538660,5544;244069054,8991
28.12.2019;20030646,9413;11525890,2210;218975151,9862;33751198,0523;196430912,6254
29.12.2019;18491832,9700;19083137,4399;131830936,1417;48425029,9930;231895472,6614
30.12.2019;29689398,3185;26879766,4104;161467739,8409;53032240,3308;214524436,7724
31.12.2019;21570352,4344;18915089,2317;139276884,2476;48411380,9993;186748262,6942
01.01.2020;14932595,2316;8033730,3722;112824816,9351;24038525,6786;120919468,3179
02.01.2020;33891627,8624;27612544,9986;159791985,6211;55636050,9246;222564771,1400
03.01.2020;48609307,1770;58779559,7796;366018511,8892;102296688,5788;497376960,2439
04.01.2020;31429615,7263;23919042,3580;151597737,8048;34850629,4640;220533678,2339
05.01.2020;32412384,0170;19780380,8704;119290938,3534;42809976,7516;279821484,0178
06.01.2020;65765040,3195;51131054,8668;228162329,1077;91318516,4310;421253109,4335
07.01.2020;100747049,4699;99199877,4094;268067062,1032;161533649,0149;742618899,6356
08.01.2020;94485153,3950;95835283,9069;485813369,7602;192243923,3814;907254736,5804
09.01.2020;36512562,1720;45427331,9036;272744838,5097;74056348,8877;501570014,3788
10.01.2020;64292970,6965;73799903,7063;291105956,0924;110015896,1774;675490002,8768
11.01.2020;34093906,7104;30368065,1778;274912681,3070;60610097,7174;439577010,0897
12.01.2020;26163599,4753;16820352,2711;261711001,0451;32074829,8042;312105518,5103
13.01.2020;20993385,0691;32512753,9910;124609024,3320;54122081,1933;252716212,9061
14.01.2020;145310042,3608;149420082,4524;405032808,1011;238671484,7494;1059439936,9170
15.01.2020;77298854,3546;75819499,0351;334384824,5459;131935006,9844;748199335,8645
16.01.2020;46274152,8056;58473488,3182;239330396,3196;80748590,3716;452105459,7945
17.01.2020;85837395,9394;83197652,5684;347917961,5562;136712325,9798;628501293,9107
18.01.2020;30732030,1311;32765655,8878;225912666,6062;49894136,7125;341434428,4054
19.01.2020;101875408,9190;71439673,8232;390605791,3065;128587869,7458;596984134,3711
20.01.2020;31359404,7922;35344272,3983;255339976,3481;45364507,2330;321595967,0444
21.01.2020;28395990,6150;29594526,6815;176199264,7408;65582465,8232;316193706,4305
22.01.2020;20396585,3122;27212617,6725;179171503,0754;47470743,7273;252410785,6608
23.01.2020;47883403,2277;71656377,2881;231286871,2492;102352048,9554;404625026,8226
24.01.2020;29098626,3996;54157919,3804;221891633,7209;72769119,7795;351571142,0854
25.01.2020;17555982,5165;23429133,9065;182366031,6677;31502056,8458;212861259,4245
26.01.2020;30329997,6304;54459523,9880;144350932,9764;47249490,6670;268189129,6879
27.01.2020;55938391,0608;85563471,2390;217394610,6208;84852021,4702;480376409,6307
28.01.2020;81328617,6389;87168029,9163;463100678,1856;158071765,4856;680750731,1457
29.01.2020;42803447,2813;60201356,7887;359946172,9920;113598774,5744;499919685,6700
30.01.2020;84494838,0739;72814491,7122;320166528,3246;118535865,6210;574122385,6432
31.01.2020;45585767,1270;46729005,4359;197785902,0009;90685158,0747;425038149,8956
01.02.2020;23831838,0675;15445618,6314;62037795,2538;41055629,6939;267383724,1709
02.02.2020;60155122,2173;25731687,3834;104850879,0969;67386764,8570;422252512,2108
03.02.2020;58080345,0891;38147401,2617;114205048,3187;101810603,9531;462017450,6868
04.02.2020;34960375,8314;43003982,2218;140858631,4182;72610106,1979;478804395,7851
05.02.2020;101849912,1245;73853222,4269;147420188,6023;124073705,7653;614962243,8897
06.02.2020;81525041,4023;67107732,8121;256114924,8898;119008004,3800;617764762,4507
07.02.2020;35334853,2652;38922248,4629;243793054,6703;82267216,8068;424144766,7135
08.02.2020;53670695,6107;32291416,6825;224284273,2247;78009637,4058;429206972,9129
09.02.2020;97790507,0719;49126876,7652;250748629,6519;97994735,5537;437987828,0227
10.02.2020;82395385,3201;73194282,3937;251162788,3735;129639628,5839;581646595,0493
11.02.2020;86271599,1059;83418975,0009;326663744,1889;171686360,7986;637432731,1022
12.02.2020;81120973,8093;60230557,1328;172545266,9519;128799740,7368;580981497,6411
13.02.2020;88384009,0557;91902395,0252;112077386,8335;168569616,3076;797544850,0323
14.02.2020;42423577,3990;64157319,9252;250954987,3174;82961331,1271;484782547,5798
15.02.2020;59638119,6616;54563570,2664;197803763,4269;117211929,7861;554308201,4777
16.02.2020;66354112,5402;38795036,1965;230041854,5825;88860139,8557;572930835,0622
17.02.2020;87565388,9238;55428723,2719;283037591,9517;94726813,2562;662419517,0807
18.02.2020;80415592,6172;66788018,4499;376575492,2328;115348353,8712;700167044,9357
19.02.2020;112755112,9394;86758077,3738;293522208,2454;148495513,3863;497378881,5952
20.02.2020;59232687,5341;60134876,7119;277039275,9673;116177856,2766;566258252,4285
21.02.2020;104689403,2174;40178342,8750;254792861,4913;67127758,6823;405980975,2067
22.02.2020;17801122,8455;20223031,7093;175374920,3097;31917182,6838;237765898,6735
23.02.2020;72879406,2005;33176419,6501;198854728,9984;55779023,3319;372025499,8486
24.02.2020;58550169,3580;53684563,1828;312031345,0595;106829080,0880;532537533,0837
25.02.2020;74737669,5787;55717665,6625;324140827,8098;84746668,6104;503712719,3844
26.02.2020;117957799,6601;92615648,2382;400859095,9488;175950774,7256;791068306,4981
27.02.2020;73854328,3432;81763371,6501;436028876,8763;130257592,7255;639537836,9687
28.02.2020;60731314,6158;56983877,0885;401877987,2216;118817876,1679;618545827,6683
29.02.2020;21302073,6865;19938434,7820;309500831,5799;43841948,2877;313227180,3990
01.03.2020;46127454,9951;35451192,5362;244399014,2839;62665735,1846;374482998,5142
02.03.2020;41981506,0759;48152776,1254;311438790,9874;81677635,1911;496756379,6557
03.03.2020;45244612,6267;39047274,6773;370038257,6448;75636340,7803;472854248,2380
04.03.2020;36180853,5867;29351783,1728;301910193,2181;49741505,7067;338627888,4973
05.03.2020;50544687,0597;58467975,9604;321071448,6483;90356065,2943;526769340,5223
06.03.2020;28755111,9502;37863951,1024;411265255,5993;58816062,7664;399820627,5840
07.03.2020;40031299,1210;24929060,6012;302953742,5114;55702298,7768;402943638,0522
08.03.2020;191874615,7718;69825575,1370;370061747,9873;128998180,7743;618269811,4642
09.03.2020;170403570,0976;96364204,5920;560302384,9415;201535725,2433;924552708,0411
10.03.2020;79069482,8735;64088502,1594;455251522,0373;133279648,6263;683821275,4708
11.03.2020;85922685,6217;57325746,6062;348571951,5381;104700807,4976;627076618,2419
12.03.2020;540176036,2125;273780983,2171;588874868,3026;524899104,2920;1227594712,0560
13.03.2020;503184430,6981;251884938,3123;963363120,9525;611343104,4589;2080780309,0856
14.03.2020;95540122,1119;78781475,5323;873078596,6386;168788590,7628;704918767,2546
15.03.2020;119531846,1092;85503273,3128;359892209,3899;230760347,1027;742864240,3910
16.03.2020;203562262,6020;169088668,5950;670733751,7872;392404005,8656;1105974992,0219
17.03.2020;104177363,6177;92824133,7720;591670582,4711;233237450,7259;794876716,1973
18.03.2020;114292236,9060;121594215,7126;440556417,9114;197855413,2955;731481837,1529
19.03.2020;186190762,7218;146722113,4320;649518368,9078;324572732,8589;1192849731,3887
20.03.2020;187206024,6413;184809097,2957;805809852,6157;318735301,0424;1333435321,8183
21.03.2020;79718854,8798;72995548,7283;535692938,4553;145764104,2640;797586287,8885
22.03.2020;94720708,2592;62859826,5077;410008573,7695;163034942,2283;691222085,4197
23.03.2020;123333438,3342;121472946,1361;610600387,8057;265093436,8944;1057219439,1357
24.03.2020;112371762,6326;133432669,3725;650017553,0301;272521748,5648;1009723571,0176
25.03.2020;88825003,2099;110954254,2964;573666815,3665;209202019,4763;874484865,6887
26.03.2020;45162525,2480;49737157,3715;440570314,3448;117951721,4649;557705403,4811
27.03.2020;67490519,7195;67406000,6818;357212705,6691;127638806,5555;517288616,0496
28.03.2020;77959927,9718;70776917,8312;372755366,0670;120584700,5144;561255721,1899
29.03.2020;66086061,8342;54573200,2432;293622313,6957;94475232,6412;371816620,4004
30.03.2020;79027799,1062;95829528,6676;332685257,7567;151574159,6427;759974591,5489
31.03.2020;36979057,6938;40724785,4763;379871337,5515;76695969,7001;463278859,6573
01.04.2020;74923682,3888;75273616,0583;323569512,4988;119325041,2504;646845454,3991
02.04.2020;136807731,3377;116567635,4185;520419406,0739;194023442,1407;1012076891,6623
03.04.2020;67196975,3646;71269682,3253;508932281,0434;100814050,3075;700886992,9349
04.04.2020;49016123,8166;41363553,1049;334263891,5384;70225828,7446;500040657,7410
05.04.2020;38326240,2459;26978690,0566;252220616,7106;60752848,7622;336507992,0673
06.04.2020;107054749,8408;99776047,3461;351440411,1838;205383987,4050;862521793,1923
07.04.2020;86387191,3558;83552792,5357;532877929,1214;163750304,2178;744911789,0626
08.04.2020;60278464,4860;64244930,0329;322524290,7284;113648926,6661;558155129,6581
09.04.2020;55141547,3443;60721396,6655;326963795,5093;86600364,9040;444408015,9452
10.04.2020;96109589,2733;71741122,3700;298520429,6046;129288016,8716;699211500,6625
11.04.2020;27842627,1538;22898101,1892;346872145,0225;55572436,1644;312691476,4278
12.04.2020;61472538,5831;50185042,6738;239303747,2956;87968047,2248;509973761,1029
13.04.2020;86461892,1397;74024639,3378;348100060,9443;152282678,1614;658140231,7646
14.04.2020;29574299,9526;50054904,7062;313268838,9692;88448436,8904;474411652,7577
15.04.2020;39848373,8850;53678318,3753;295532146,4952;97722774,5679;407678796,3599
16.04.2020;126318018,3343;111843074,8004;366234815,7437;199990061,1571;887812507,6505
17.04.2020;32905328,4968;59983901,8239;212300238,3441;95107093,5204;380376753,6850
18.04.2020;37803081,5014;37055700,6736;152324045,2669;83586642,2019;358722651,4778
19.04.2020;33799524,2241;33224645,7276;198908358,8837;63376957,1989;325167623,1809
20.04.2020;68190728,0536;77748028,7421;247613958,1122;125799484,1557;615435252,1695
21.04.2020;44257776,6465;38188793,2663;180718521,8489;99157962,7001;411232772,2305
22.04.2020;36695405,0856;44778256,8608;163494668,9119;93786218,7577;438099046,5976
23.04.2020;122835450,4646;110618710,4442;323233230,1624;170441014,0309;768991929,1475
24.04.2020;66068747,7546;55218985,1012;211152169,7958;103435765,4129;451666810,1422
25.04.2020;38969115,2079;28686975,3446;242413129,8924;56182870,6085;330754832,0652
26.04.2020;40976063,7970;40415142,5448;191403279,3219;71612806,8874;388675538,7575
27.04.2020;53627491,5298;53555103,4692;282455147,3722;120396629,5516;508781547,4944
28.04.2020;43548932,7810;56308367,6903;226893899,3242;85186973,5514;358336076,6104
29.04.2020;265355055,4127;232030140,7593;653032811,6298;428165491,7101;1611279200,3238
30.04.2020;257455017,1251;207553815,7218;1101490202,5612;386746907,7044;1778109585,7489
01.05.2020;69786472,4644;100510391,5352;456019913,5991;191247178,6916;807391571,7732
02.05.2020;45487237,6292;49628855,2223;294912716,9489;94701411,4044;529369679,6030
03.05.2020;86874059,0271;82189954,7231;429854624,4709;152784737,2903;801595647,9993
04.05.2020;82625726,1702;88997252,4482;368541867,1686;163284847,3246;748957664,6601
05.05.2020;69564453,4036;86663496,0463;377497250,9045;148002628,5936;689996463,1854
06.05.2020;79890432,6522;138330396,8602;272896164,9408;253165638,5346;968466566,0019
07.05.2020;197381682,0942;250129003,1203;517438659,9750;394663916,1157;1469544811,0653
08.05.2020;119489974,3566;188220065,8903;358664053,2534;258628062,6804;986702211,5580
09.05.2020;78751091,6045;107672153,4795;436148201,6745;171013380,1408;781760312,6614
10.05.2020;231279274,6323;276249231,0616;659452769,0393;444434866,6432;1603826882,5794
11.05.2020;175883908,3788;295434889,9937;595503835,1946;342890662,0894;1445246662,7047
12.05.2020;49799970,4786;123646999,8587;499045605,7024;178362381,5847;762334045,3777
13.05.2020;91986334,2427;118892344,2365;498606063,8709;199080024,3429;860792631,0784
14.05.2020;124959479,8700;195245032,2595;597612214,2241;281639146,0741;1268701584,8787
15.05.2020;105593647,4120;161222127,7314;536462663,0524;234487800,8150;1079687008,4029
16.05.2020;39053680,1610;57931464,1632;350036279,3485;101172306,3102;559007625,6329
17.05.2020;93426458,3602;91976806,0082;359234583,1637;131027985,2324;664513104,5572
18.05.2020;89027260,7316;120181629,6064;365021484,9317;172195325,5256;795206697,0798
19.05.2020;54578402,8404;118774044,4733;175134057,9484;102742571,7059;393508291,1246
20.05.2020;91263086,3072;117542489,7608;395430218,0349;160666704,9987;712631890,1814
21.05.2020;102706223,9793;152972943,0828;357010268,4149;254228566,4068;987836989,5345
22.05.2020;35117490,6492;66600208,2030;293204307,0316;125905422,6263;540508511,4901
23.05.2020;22377376,7024;31933448,0924;277613177,5570;63143716,1442;399534408,7955
24.05.2020;58747293,1699;77133106,8206;306311469,0064;111224898,9743;613107276,2102
25.05.2020;49929146,8494;79419076,6557;252140427,9829;109712847,6418;559243799,3149
26.05.2020;34828779,1103;52364756,2295;258491855,8999;101776552,6953;515438761,7487
27.05.2020;50311819,1989;63251250,0882;296053686,5313;100710730,7123;634255735,8757
28.05.2020;73242548,7037;110364065,8812;282263978,0553;139018869,9029;709676750,4647
29.05.2020;36568945,0599;68083725,9824;342911982,6603;98153312,3358;540872135,8388
30.05.2020;59776159,2012;65818454,4278;389074322,5808;101947540,2304;539826226,8166
31.05.2020;34941787,8873;53824375,3524;354571389,8054;75050322,3707;456670664,0579
01.06.2020;137308702,1134;123557320,5408;411077917,2417;221295626,9426;781880114,8198
02.06.2020;204498352,4827;216473351,8221;441693929,7117;316341669,8084;1037188177,6821
03.06.2020;25858552,4184;66994142,3714;222221410,1361;110666949,9822;447089166,6152
04.06.2020;41879057,6122;87527709,8566;244008241,3686;121775553,2484;562441219,7516
05.06.2020;34882226,1937;68853837,0302;322233346,1205;120125690,2531;459776475,6191
06.06.2020;18850762,3492;39136486,5322;238496672,0498;62878790,6920;316599849,2170
07.06.2020;45984644,3354;65936123,4912;300112024,8429;113383611,9368;564865833,6801
08.06.2020;23108627,2292;52623520,2352;326786837,4436;83473803,6314;397782151,1174
09.06.2020;33254832,5163;67683087,2711;272513013,0212;101020103,8810;449766330,9167
10.06.2020;43830383,7549;70320924,9892;414771412,6411;128280443,2043;465887592,0771
11.06.2020;146390987,8650;151836075,5999;451523316,9950;248200206,9978;876245945,8883
12.06.2020;47841962,8888;65618208,0679;251936029,6056;104035044,6790;474383483,9901
13.06.2020;17498233,0143;27839488,4702;179562198,1184;43412479,7972;262977880,2204
14.06.2020;25228361,3747;32442729,7335;148564698,3619;45037859,4795;280781548,2826
15.06.2020;95863655,9854;111005610,9594;267195777,5566;175255023,2500;811655020,4467
16.06.2020;32795939,9719;65418058,9439;277817073,0260;98553976,9255;495830267,9234
17.06.2020;29769017,3262;55843999,8224;217309259,5349;84530526,7211;454766008,0512
18.06.2020;15587567,6028;37471116,0935;157955486,8031;59074993,5008;350878980,2635
19.06.2020;24389669,8237;49367863,3090;162035715,9281;73224298,3090;422041884,1219
20.06.2020;17451934,7719;28738044,4759;159050730,0263;64560306,8403;283848206,4756
21.06.2020;12453776,8230;13323115,0907;131588968,6717;28681808,0947;226018291,0979
22.06.2020;56994075,5623;64060088,3711;216462722,8673;114115620,9628;560757558,7751
23.06.2020;32979027,0979;46825697,2488;221678619,2082;76477198,5575;394919144,3693
24.06.2020;51475227,3004;93534539,6863;203698412,7458;124531080,2492;572399405,4345
25.06.2020;51359852,5141;80394990,0053;197227174,6659;125055966,8970;516414003,0672
26.06.2020;33860706,6612;72463667,6469;267485709,0773;97984721,5514;460788598,1965
27.06.2020;30407217,4229;39638001,2047;267364902,8758;76586343,5674;417173862,1784
28.06.2020;19256770,9890;29468107,0055;127930520,0669;50466913,2112;279764157,1156
29.06.2020;33490193,6609;45418109,9306;123466438,4045;79522887,3338;387193323,0193
30.06.2020;16777084,1242;25404526,9531;257009497,3931;62316808,8220;287527686,4151
01.07.2020;20260241,6612;39902657,3091;136147529,0829;69763251,8633;355326096,9492
02.07.2020;34536351,3184;62402079,7852;281048435,7689;97953831,5121;415483568,7293
03.07.2020;9864238,6867;31805634,1453;174266840,6401;70140483,5512;262177025,2525
04.07.2020;10345574,4940;19903716,4632;74556142,1317;48441306,2773;241559545,4068
05.07.2020;18934645,6876;27846574,6499;153947952,1905;41754230,8079;309027934,9413
06.07.2020;39898095,6663;50119105,9347;254749425,8796;92999355,0362;508912566,6553
07.07.2020;15128873,4711;43534809,5281;276954092,1551;58548185,2955;320188464,6896
08.07.2020;36035794,1105;59223337,9517;244198200,7414;95629538,3805;529745294,2126
09.07.2020;34304867,3646;42253809,7175;229441173,7584;78053434,8991;443567027,4684
10.07.2020;13219370,9450;36301636,0644;200587801,2663;64038289,0695;355701568,7957
11.07.2020;7515984,8534;13424777,5393;159381593,0595;31114721,6478;208332330,4850
12.07.2020;17369045,2204;18958098,0011;158704462,5538;50416949,0200;287201031,1911
13.07.2020;17830874,1564;35779861,5854;252105571,7409;80346759,1958;395030217,6037
14.07.2020;20345181,6779;41446296,1605;238964807,5204;69404491,6903;423663880,1404
15.07.2020;8307148,8327;35014611,6008;219699960,6893;66135411,8229;359199204,3268
16.07.2020;26291301,8532;50613031,1713;258866486,6972;80031792,3455;396180322,0987
17.07.2020;9756051,1339;32903856,4665;268423009,8034;58804844,4078;256818577,3099
18.07.2020;10840718,0874;12465568,4423;156636925,9670;37819430,8709;206831460,4323
19.07.2020;13295088,4556;14604681,2871;157692654,1724;32429970,1132;239912786,2910
20.07.2020;12872552,2249;28081083,2111;113778631,0970;53274536,6120;324829936,8271
21.07.2020;50761543,6710;52210413,1114;203025125,4169;90220523,1149;567283539,5435
22.07.2020;39697461,5756;52665370,2551;202679823,8819;99012052,5103;464629019,4911
23.07.2020;45175629,2271;100152980,7695;214259671,4306;125079796,0509;497989411,4835
24.07.2020;21623365,8821;76506496,6526;204146387,9327;93711955,2032;419006390,8960
25.07.2020;24897445,1533;49190482,6278;248921738,3288;67718181,0218;394608675,9443
26.07.2020;88995842,2799;90398999,7063;280121277,3506;115466711,3924;648323674,4124
27.07.2020;238277101,1991;306386318,6293;545236952,0210;462403215,6251;1656577925,0210
28.07.2020;107993517,1574;186649913,8531;585940850,6746;284677345,8900;1060828171,3317
29.07.2020;98136041,2393;138365878,1758;444077043,5270;206250548,2577;852943570,1762
30.07.2020;47292375,2582;116197750,3303;377303516,8538;138169757,4137;674798863,6793
31.07.2020;66175935,8208;118308923,6891;393125537,2249;179364051,3199;794203826,4243
01.08.2020;124830103,6079;132306343,4488;266001293,8804;216862534,2718;1004131876,8444
02.08.2020;146108475,4867;140127479,7382;431854088,1377;311229957,3805;1036673617,7792
03.08.2020;45878628,9317;78482484,9093;229389528,2937;155318089,6597;638764444,2996
04.08.2020;36442168,6348;61766955,7671;349088131,9471;135384420,1210;656175281,7577
05.08.2020;67911987,3774;88338176,7545;556574850,4230;195606128,6411;880518919,4036
06.08.2020;45885188,5102;116005842,1326;452720606,9051;212683178,9332;747258321,3843
07.08.2020;59037192,1368;121847924,1201;493377562,0571;276483610,2851;762389330,1621
08.08.2020;22050848,3542;46916212,2632;325682260,8953;86861609,1941;492310993,8375
09.08.2020;18355691,2410;30954061,5336;296426093,1327;88824560,8312;484708734,9077
10.08.2020;78188048,8189;90701459,9467;436699961,1587;264833526,7328;1010331358,3031
11.08.2020;80862347,4376;119053591,0994;478407415,2517;236192729,0964;1033811718,4133
12.08.2020;49918707,6784;65559363,8813;365201790,3461;148166099,3409;750636192,3517
13.08.2020;68153824,3399;80660605,7578;388957227,7187;181326776,2892;810975564,5116
14.08.2020;54717552,9160;65104391,5842;326104218,8120;162524521,7961;703502009,8972
15.08.2020;47946149,0736;47209397,7554;284493017,3463;149076269,3833;666554145,8146
16.08.2020;32411997,2089;29715591,2978;302140945,9081;106505976,2608;492736622,3983
17.08.2020;124508858,4205;120257600,4982;379206021,9921;293554517,5762;1028026148,7500
18.08.2020;85880703,6040;105448772,0235;442023197,4966;222988961,9492;890584678,6388
19.08.2020;74050591,6377;110538620,2512;385747978,6500;195837824,7677;867286937,4122
20.08.2020;32495430,9510;49711608,1346;305092883,0232;104464216,4058;546273866,7123
21.08.2020;70376993,1968;73701422,9075;295160682,4738;171526300,2815;741933630,8517
22.08.2020;40412183,5531;39686770,5655;303116558,9153;92804119,0743;500892010,5637
23.08.2020;22507110,3653;19014210,3375;204299917,2645;64283736,1293;441464181,6297
24.08.2020;23386319,8927;33956999,7564;210571742,5325;85250900,0306;542912422,1319
25.08.2020;69850755,9582;80137027,6078;334022212,2182;162759994,8157;787659297,7803
26.08.2020;28504268,7284;49009238,3827;402697443,3288;104595564,9477;618896947,3779
27.08.2020;54571985,9342;88330444,0428;314367882,7147;153152814,4805;716601625,7132
28.08.2020;23373443,8985;69755901,7118;330501275,0563;119662889,2442;529706565,8716
29.08.2020;17479192,0351;24043970,0021;206956138,7613;62162550,1724;378072305,8193
30.08.2020;24667683,9314;27266175,1741;221376051,1554;65598867,2250;505663050,0620
31.08.2020;26177865,5828;52846311,9789;276505920,8260;106368689,9156;644842523,4449
01.09.2020;59953394,9196;94924527,6314;395366824,0694;191474883,5992;931680420,4641
02.09.2020;70636052,7745;148818863,3299;468608456,3995;224735311,2039;993329477,5122
03.09.2020;161540409,1628;188516069,1142;573659625,5678;308880879,2163;1167097008,1881
